,Review Header,Reviews,Ratings
1057,Terrific,Awesome! Delivered within 24 hrs.  Value for money.,5.0
1058,Just wow!,nice mobile. i bought in august. good camera clarity and good life on battery,5.0
1059,Super!,nice product with effective price and good loooking budget phone as well as nice camera performance.,5.0
1060,Worst experience ever!,worst quality of product. display is getting gost image or display burn in just 8 months.and service center are denying to give service due to some bend on body that was not expected from MI.,1.0
1061,Good quality product,Delivery by flipkart was fast.. and i am happy with this smartphone..although i think dual camera doesn't improve picture quality compare to redmi note 5... so just one suggestion if you get redmi note 5 cheaper than this redmi note 5 pro then go with it.. because i don't found any difference between them (i own both redmi note 5 & redmi note 5 pro) .. and as always flipkart is the only e-commerce site i trust because i never ever got cheated or got rong products.. they always give genuine products which is great.i also bought iphone 6s plus from flipkart 2 year ago.. and that smartphone is still working great! have a nice day people!,4.0
1062,Great product,SO FAR SO GOOD,5.0
1063,Classy product,value of money,5.0
1064,Super!,excellent,5.0
1065,Terrific,"good product, thank you Flipkart",5.0
1066,Perfect product!,awesome,5.0
1067,Fabulous!,product is super  value for money,5.0
1068,Perfect product!,Among the best mobile under this range,5.0
1069,Expected a better product,problem i m geting is no network and many times phone got hanged...after use of one year,2.0
1070,Brilliant,very smart set,5.0
1071,Just wow!,awesome phone and battery backup and touchI love this phonr,5.0
1072,Worth the money,Very good phone.hope Mi will bring more nice phone with good quality camera,4.0
1073,Excellent,"Currently using the device for some months ... The Camera is worth at the price , Performnce is also good totally worth device at the price .. value for money😎👌",5.0
1074,Nice product,Very good camera and other things good in  budget,4.0
1075,Best in the market!,nice camera looking aswm,5.0
1076,Awesome,Very good phone,5.0
1077,Just wow!,osm redmi note 5 pro is best product under 13k,5.0
1078,Worthless,Dear friends 4 month's back I purchased a mi note5 pro. In  this mobile display is not good and it is worst .if the mobile fall down in one-time on the floor means mobile screen completely will damage . so don't buy note 5 pro mobile. it happens twice on me first time I replaced the total display the service centre has taken 4660rs and after that again same problem is came. later on I lift that mobile in home. at starting onwards I protected my mobile with case cover and temperd galss still it's not protected. see below image,1.0
1079,Simply awesome,Awesome phone,5.0
1080,Perfect product!,nice work,5.0
1081,Must buy!,lovely phone,5.0
1082,Excellent,amazing best product for me i will buy 5 pc note 5 pro for my family members.,5.0
1083,Not recommended at all,worst product got mic issue within less than 15 days.,1.0
1084,Perfect product!,best phone ever.....,5.0
1085,Classy product,Good product,5.0
1086,Brilliant,value for money nice phone,5.0
1087,Fabulous!,Good and worthable,5.0
1088,Very Good,value for money. overall good buy.,4.0
1089,Good quality product,very nice product,4.0
1090,Highly recommended,Battery is backup,5.0
1091,Worth the money,"Its a nice product in low budget. camera quality is good but not the best. fast charging, display resolution & sound quality is fine. no lagging or hanging issue. mobile get slightly hot while charging. but the most important thing is, xiaomi do not supply Headphone with this set. sometimes network issues also arise.",4.0
1092,Decent product,Not bad,3.0
1093,Nice phone with good camera and battery only.,Camera is awesome but trouble in sound while calling after 6 to 7 months. I dont recommend this phone. Sometimes it doesnot support headphones and need to do regular reboot.,3.0
1094,Fabulous!,amazing experience..performance are too goodrear camera 4/5 🌟front camera 4/5 🌟Battery 4/5 🌟Love uhh xiaomi..,5.0
1095,Great product,Superb!!!!!Value for money.,5.0
1096,Good choice,Good production good quality,4.0
1097,Must buy!,"A phone that provides u everything good at an exceptional price.1.Camera quality very good in daylight and good at nights. 2.Battery backup is excellent. 3.look is good. 4.Display is huge. 5.Sound is good. 6 Charging time is approximately 1.5 hours 7.Phone is heavy, almost 180 gms. It would feel heavy for ur pockets and a bit uneasy to fit in. 7.The display is not that strong., so immediately get a tempered glass after purchasing the handset. 8.Fingerprint sensor is fast. 9. I purchased this in Big billion days sale.. So at a net price of 11,700 after getting 2000 off on hanset and 10% instant discount on HDFC card payment. 10.Overall, a value for money product. Go for it.",5.0
1098,Terrific,Redmi note 5 pro better than the note 6 pro,5.0
1099,Nice,it's good,3.0
1100,Terrific purchase,very good delivery by delivery boy,5.0
1101,Super!,really superb phone,5.0
1102,Awesome,one of the best in this price segment,5.0
1103,Value-for-money,good phone best price best camara is good,4.0
1104,Wonderful,"Awesome!!! Packaging, delivery everything was excellent and I received my order immediately after 2 days which I liked a lot... Thank you so much.. the phone works perfectly...",5.0
1105,Just wow!,great product in Awesome price.. i buy redmi note 5 pro in Rs.1299.. thank you flipkart,5.0
1106,Super!,I've been using this mobile since August. no issues so far. performance is good. battery is too Good. chagre 100% and you can use for a complete day . selfie pics are too good compared to direct camera pics.,5.0
1107,Nice,After one month of usage now i feel battery backup has decreased.,3.0
1108,Must buy!,Good phone at this price,5.0
1109,Simply awesome,superb,5.0
1110,Worth the money,"The phone is nice & working really good, though performance level shooted to quite a refined extent after using a memory card.The only drawback I noticed is that of return policy... just to check the return policy of Flipkart in regard to this product I raised a return/replacement request (the request was made by me just to check if someone face any issue being provided in return/replacement policy section, then in what way will they respond... though i ain't had any intention to return my phone), & to my utter shock they not only completely rejected the request but further added that there are so many returns from my side... whereas from the day I opened my Flipkart account not a single return has been made from my side ( though the seller himself cancelled one of my order just a day before the delivery date for his own known reasons which were never ever explained to me niether by the seller nor by Flipkart!!!!!)... this is the sheer disappointment I faced from Flipkart... don't know if after this Flipkart will block my account as usual or not!!!!! Just keeping my fingers crossed for speaking the truth out sooo loud.",4.0
1111,Highly recommended,awesome.,5.0
1112,Nice product,I'm satisfied thanks...,4.0
1113,Highly recommended,"superb phone best price,  I brought it in just 11000 INR",5.0
1114,Really Nice,First coming to the bodythe body is quite stunning and looks good from the outside probably the best looking phone in this price rangethe phone cover which you recieved inside the box does not provide any protection so I recommend that you buy a good phone cover too .Now coming to the camera.the camera performance is quite good in this budget phone the front camera is 20 px with portrait mode.if you are a selfie geek this is a good phone with buty mode variability..and back dual camera is a beast with a good resolution photos which does not pixelate after being zoomed in..AND ALL THE THINGS YOU PROBABLY KNOW BAOUT THIS PHONE THROUGH YOUTUBE CHANNELS..BUT .but you should ho for the Asus m1 pro it has the same specs as this phone just the front camera has a little low pixels ..but the GPU is 5 times better than rn5 pro in this phone the PUBG only runs till balanced but in Asus it runs in HD and looks better than rn5 pro..and it's cheaper than rn5 pro that's why you should go for..ASUS M1 PRO.,4.0
1115,Good choice,we can not put 2 sim and memory card. new up dated option is not so good.  older version is good better do not up date the mobile.,4.0
1116,Terrific,happily bought as a gift for my dad 😊,5.0
1117,Fabulous!,Nice product,5.0
